UnitPrice,Discount,ShippingCost,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Predicted_Quantity
89.15,0.14,8.87,Office Chair,2021,Q3,Aug,Mon,15,Sweden,Bank Transfer,Electronics,Royal Mail,London,24.94371351
25.29,0,13.02,Office Chair,2022,Q3,Aug,Sat,4,Portugal,paypall,Electronics,UPS,Berlin,24.94371351
28.98,0.24,6.7,Office Chair,2022,Q3,Sep,Thu,22,Spain,Credit Card,Accessories,DHL,Paris,24.94371351
31.56,0.21,24.03,Office Chair,2021,Q2,Apr,Fri,14,Germany,paypall,Apparel,FedEx,Amsterdam,24.94371351
59.03,0.15,22,Office Chair,2021,Q3,Jul,Mon,10,Spain,Bank Transfer,Electronics,UPS,London,24.94371351
20.03,0.44,26.61,Office Chair,2021,Q3,Sep,Thu,19,Belgium,paypall,Furniture,DHL,Amsterdam,24.94371351
61.1,0,22.88,Office Chair,2022,Q1,Jan,Fri,21,United Kingdom,paypall,Apparel,Royal Mail,Paris,24.94371351
62.7,0.18,17.98,Office Chair,2020,Q3,Aug,Fri,0,Spain,paypall,Stationery,DHL,Berlin,24.94371351
76.89,0.49,18.53,Office Chair,2020,Q4,Dec,Wed,17,Australia,paypall,Accessories,Royal Mail,Rome,24.94371351
58.35,0.04,6.19,Office Chair,2020,Q4,Oct,Sat,2,Sweden,Credit Card,Accessories,UPS,Berlin,24.94371351
35.58,0.14,11.74,Office Chair,2021,Q1,Mar,Wed,13,Italy,Credit Card,Electronics,FedEx,Paris,24.94371351
54.48,0.19,18.11,Office Chair,2021,Q3,Jul,Fri,10,Norway,paypall,Electronics,Royal Mail,Rome,24.94371351
51.36,0.07,16.27,Office Chair,2021,Q3,Jul,Wed,16,Spain,paypall,Apparel,Royal Mail,Rome,24.94371351
67.52,0.34,7.81,Office Chair,2021,Q4,Nov,Thu,2,Sweden,paypall,Accessories,Royal Mail,Berlin,24.94371351
30.16,0.36,19.62,Office Chair,2022,Q3,Sep,Fri,16,Germany,paypall,Electronics,Royal Mail,Rome,24.94371351
21.99,0.15,15.91,Office Chair,2020,Q2,May,Tue,1,Australia,paypall,Furniture,UPS,London,24.94371351
10.14,0.23,27.22,Office Chair,2020,Q3,Jul,Tue,7,Portugal,Bank Transfer,Furniture,Royal Mail,London,24.94371351
78.64,0.4,29.08,Office Chair,2021,Q2,Apr,Thu,14,Sweden,Bank Transfer,Furniture,Royal Mail,Rome,24.94371351
66.04,0.11,9.18,Office Chair,2021,Q2,May,Fri,9,United States,paypall,Stationery,Royal Mail,London,24.94371351
22.97,0.16,15.45,Office Chair,2021,Q2,May,Thu,8,Italy,Bank Transfer,Apparel,Royal Mail,Amsterdam,24.94371351
51.6,0.41,16.33,Office Chair,2021,Q4,Dec,Thu,5,Germany,Bank Transfer,Furniture,DHL,London,24.94371351
81.08,0.27,7.05,Office Chair,2022,Q2,May,Fri,19,Australia,paypall,Accessories,FedEx,Berlin,24.94371351
49.61,0.31,26.96,Office Chair,2022,Q2,May,Sun,22,Italy,paypall,Accessories,DHL,Paris,24.94371351
47.35,0.25,25.16,Office Chair,2020,Q1,Mar,Mon,9,France,Credit Card,Stationery,Royal Mail,London,24.94371351
5.57,0.42,10.94,Office Chair,2020,Q1,Mar,Sun,14,Sweden,Credit Card,Furniture,DHL,Rome,24.94371351
52.93,0.33,7.57,Office Chair,2020,Q2,Jun,Wed,11,United Kingdom,paypall,Accessories,FedEx,London,24.94371351
50.3,0.19,6.99,Office Chair,2021,Q2,Apr,Mon,10,France,paypall,Stationery,UPS,Paris,24.94371351
23.67,0.45,11.69,Office Chair,2021,Q4,Oct,Sun,10,United Kingdom,paypall,Electronics,FedEx,Berlin,24.94371351
89.53,0.05,21.22,Office Chair,2020,Q3,Jul,Wed,23,Norway,paypall,Apparel,Royal Mail,Berlin,24.94371351
3.74,0.27,12.27,Office Chair,2021,Q2,Jun,Wed,13,Australia,paypall,Electronics,Royal Mail,Amsterdam,24.94371351
9.25,0.45,27.82,Office Chair,2021,Q3,Aug,Tue,8,Australia,Bank Transfer,Stationery,DHL,Paris,24.94371351
75.9,0.18,27.75,Office Chair,2021,Q4,Nov,Mon,10,France,Credit Card,Apparel,DHL,Berlin,24.94371351
9.39,0.32,29.94,Office Chair,2022,Q1,Jan,Sat,18,United Kingdom,Bank Transfer,Accessories,Royal Mail,Rome,24.94371351
52.33,0.21,16.74,Office Chair,2022,Q3,Aug,Mon,20,United Kingdom,paypall,Accessories,UPS,Berlin,24.94371351
28.18,0.33,6.72,Office Chair,2020,Q1,Jan,Fri,20,Spain,Credit Card,Accessories,DHL,London,24.94371351
81.17,0.04,16.76,Office Chair,2020,Q1,Mar,Wed,0,Netherlands,Bank Transfer,Electronics,FedEx,Berlin,24.94371351
55.6,0.4,7.26,Office Chair,2020,Q3,Aug,Wed,10,United States,Credit Card,Apparel,DHL,London,24.94371351
60.95,0.26,23.36,Office Chair,2020,Q4,Dec,Thu,21,Australia,paypall,Apparel,FedEx,Amsterdam,24.94371351
91.64,0.26,16.1,Office Chair,2020,Q4,Oct,Sat,13,Germany,paypall,Apparel,Royal Mail,London,24.94371351
30.5,0.1,17.55,Office Chair,2021,Q1,Feb,Thu,2,Norway,paypall,Furniture,Royal Mail,Berlin,24.94371351
91.22,0.22,14.22,Office Chair,2021,Q2,Apr,Thu,5,Belgium,paypall,Accessories,Royal Mail,Paris,24.94371351
61.41,0.45,25.19,Office Chair,2021,Q2,Jun,Fri,12,Australia,Bank Transfer,Electronics,FedEx,Paris,24.94371351
24.04,0.01,16.61,Office Chair,2021,Q3,Aug,Mon,0,Netherlands,Credit Card,Electronics,DHL,Amsterdam,24.94371351
27.37,0.46,9.42,Office Chair,2021,Q4,Dec,Wed,8,Australia,Bank Transfer,Furniture,Royal Mail,London,24.94371351
26.56,0.29,28.88,Office Chair,2021,Q4,Oct,Mon,18,United Kingdom,Bank Transfer,Furniture,DHL,London,24.94371351
16.28,0.37,18.61,Office Chair,2022,Q1,Jan,Sat,11,Italy,paypall,Accessories,FedEx,Berlin,24.94371351
34.6,0.46,29.51,Office Chair,2022,Q2,Apr,Wed,1,United States,paypall,Electronics,UPS,Paris,24.94371351
86.69,0.22,12.12,Office Chair,2022,Q2,Apr,Wed,19,United Kingdom,Credit Card,Accessories,FedEx,Paris,24.94371351
92.41,0.11,28.28,Office Chair,2022,Q2,May,Wed,11,Sweden,Bank Transfer,Electronics,Royal Mail,Berlin,24.94371351
75.74,0.46,17.71,Office Chair,2022,Q4,Dec,Fri,22,Netherlands,Bank Transfer,Apparel,Royal Mail,Rome,24.94371351
2.42,0,24.61,Office Chair,2022,Q4,Oct,Sat,3,Sweden,Bank Transfer,Furniture,Royal Mail,Rome,24.94371351
32.64,0.22,28.18,Office Chair,2020,Q3,Jul,Tue,18,Spain,paypall,Apparel,FedEx,Amsterdam,24.94371351
96.95,0.35,22.85,Office Chair,2020,Q3,Jul,Wed,10,United States,Credit Card,Furniture,FedEx,Paris,24.94371351
16.18,0.44,14.65,Office Chair,2021,Q2,Jun,Sun,11,United States,paypall,Apparel,Royal Mail,Berlin,24.94371351
15.43,0.26,14.94,Office Chair,2021,Q3,Aug,Tue,10,Portugal,Credit Card,Electronics,Royal Mail,Amsterdam,24.94371351
61.92,0.2,15.87,Office Chair,2021,Q4,Dec,Tue,6,United Kingdom,Credit Card,Accessories,FedEx,Rome,24.94371351
63.95,0.19,25.41,Office Chair,2022,Q2,Apr,Thu,10,Sweden,paypall,Furniture,UPS,Rome,24.94371351
31.56,0.49,7.67,Office Chair,2022,Q2,Jun,Thu,3,Norway,paypall,Accessories,Royal Mail,Paris,24.94371351
40.3,0.1,7.67,Office Chair,2020,Q3,Sep,Tue,5,Norway,paypall,Accessories,DHL,Berlin,24.94371351
3.66,0.37,8.42,Office Chair,2020,Q4,Dec,Sat,20,Italy,paypall,Furniture,UPS,Amsterdam,24.94371351
74.63,0.31,20.59,Office Chair,2020,Q4,Oct,Sun,12,France,Bank Transfer,Furniture,FedEx,Berlin,24.94371351
57.67,0.26,26.44,Office Chair,2021,Q3,Aug,Wed,16,Germany,paypall,Accessories,Royal Mail,Paris,24.94371351
26.39,0.45,22.4,Office Chair,2021,Q4,Dec,Thu,14,Portugal,paypall,Apparel,UPS,Amsterdam,24.94371351
82.75,0.19,19.65,Office Chair,2021,Q4,Nov,Fri,23,Sweden,Bank Transfer,Electronics,UPS,Berlin,24.94371351
60.96,0.32,20.34,Office Chair,2021,Q4,Oct,Wed,3,Norway,Credit Card,Furniture,DHL,Paris,24.94371351
3.92,0.43,29.18,Office Chair,2022,Q2,Apr,Fri,19,Sweden,paypall,Furniture,UPS,Berlin,24.94371351
29.27,0.34,11.15,Office Chair,2020,Q2,May,Fri,19,Norway,paypall,Apparel,Royal Mail,Paris,24.94371351
50.74,0.17,13.63,Office Chair,2020,Q3,Aug,Fri,16,Italy,Credit Card,Electronics,Royal Mail,London,24.94371351
67,0.34,26.09,Office Chair,2020,Q3,Jul,Sun,10,Australia,Credit Card,Stationery,FedEx,Rome,24.94371351
50.61,0.06,10.69,Office Chair,2021,Q1,Jan,Sat,20,United States,Bank Transfer,Apparel,FedEx,Rome,24.94371351
3.68,0.29,21.03,Office Chair,2021,Q2,Apr,Wed,7,Germany,Bank Transfer,Stationery,DHL,London,24.94371351
29.82,0.29,7.85,Office Chair,2022,Q1,Jan,Wed,3,Norway,Bank Transfer,Accessories,DHL,Rome,24.94371351
34.39,0.08,28.2,Office Chair,2022,Q2,May,Sat,22,Belgium,Bank Transfer,Electronics,UPS,London,24.94371351
50.78,0.08,22.95,Office Chair,2021,Q2,Apr,Tue,9,United Kingdom,paypall,Stationery,Royal Mail,Berlin,24.94371351
51.43,0.36,8.86,Office Chair,2021,Q2,May,Mon,4,Spain,paypall,Apparel,UPS,Paris,24.94371351
49.06,0.48,20.25,Office Chair,2022,Q2,Apr,Wed,12,France,paypall,Furniture,Royal Mail,Rome,24.94371351
72.33,0.01,8.5,Office Chair,2022,Q2,May,Thu,1,Netherlands,Bank Transfer,Electronics,UPS,Paris,24.94371351
29.57,0.06,10.81,Office Chair,2022,Q3,Aug,Mon,16,Netherlands,Credit Card,Apparel,Royal Mail,London,24.94371351
76.15,0.22,27.21,Office Chair,2020,Q1,Feb,Wed,9,United Kingdom,Credit Card,Electronics,FedEx,Rome,24.94371351
50.04,0.03,26.99,Office Chair,2020,Q2,May,Sat,19,United Kingdom,paypall,Accessories,FedEx,Berlin,24.94371351
86.8,0.41,5.89,Office Chair,2021,Q1,Feb,Thu,17,Australia,Bank Transfer,Stationery,FedEx,London,24.94371351
37.8,0.12,13.32,Office Chair,2021,Q2,Jun,Fri,5,Germany,Credit Card,Accessories,DHL,Rome,24.94371351
86.07,0.24,13.95,Office Chair,2021,Q3,Jul,Tue,6,Norway,Bank Transfer,Electronics,UPS,London,24.94371351
85.97,0.06,26.7,Office Chair,2022,Q1,Mar,Sun,17,Belgium,paypall,Stationery,FedEx,Berlin,24.94371351
8.6,0,9.95,Office Chair,2022,Q2,Apr,Fri,13,Germany,Bank Transfer,Accessories,UPS,Amsterdam,24.94371351
37.25,0.37,20.72,Office Chair,2022,Q2,May,Sun,14,France,paypall,Furniture,Royal Mail,Paris,24.94371351
39.8,0.07,15.8,Office Chair,2022,Q3,Sep,Fri,18,Belgium,paypall,Accessories,UPS,Paris,24.94371351
81.69,0.16,23.51,Office Chair,2020,Q1,Jan,Thu,19,Sweden,Bank Transfer,Electronics,DHL,Rome,24.94371351
76.33,0.22,10.61,Office Chair,2020,Q1,Mar,Fri,16,United States,Credit Card,Stationery,UPS,Paris,24.94371351
80.99,0.03,10.35,Office Chair,2020,Q2,Apr,Wed,6,Sweden,Bank Transfer,Stationery,UPS,Amsterdam,24.94371351
65.26,0.31,25.72,Office Chair,2020,Q2,Jun,Fri,0,United Kingdom,Credit Card,Furniture,FedEx,Paris,24.94371351
31.16,0.45,29.27,Office Chair,2021,Q1,Jan,Sun,4,United States,Credit Card,Accessories,DHL,London,24.94371351
92.86,0.02,28.49,Office Chair,2021,Q2,Apr,Sat,18,United Kingdom,Credit Card,Accessories,FedEx,London,24.94371351
45.74,0.45,29.93,Office Chair,2021,Q3,Sep,Fri,2,Italy,Bank Transfer,Apparel,DHL,Rome,24.94371351
82.45,0.16,25.36,Office Chair,2021,Q4,Dec,Fri,13,United Kingdom,Credit Card,Stationery,Royal Mail,Rome,24.94371351
11.99,0.15,22.07,Office Chair,2022,Q1,Feb,Fri,22,United Kingdom,Credit Card,Stationery,FedEx,Berlin,24.94371351
81.06,0.34,11.16,Office Chair,2022,Q1,Jan,Thu,16,Belgium,Credit Card,Electronics,Royal Mail,Paris,24.94371351
96.23,0.13,23.87,Office Chair,2022,Q1,Jan,Thu,19,Italy,paypall,Apparel,DHL,Paris,24.94371351
42.62,0.4,5.75,Office Chair,2022,Q4,Dec,Thu,0,France,Bank Transfer,Electronics,DHL,Rome,24.94371351
72.72,0.11,24.11,Office Chair,2020,Q1,Jan,Wed,2,Italy,Credit Card,Stationery,Royal Mail,Rome,24.94371351
46.86,0.06,25.99,Office Chair,2020,Q3,Sep,Tue,5,Netherlands,Credit Card,Accessories,UPS,Rome,24.94371351
85.06,0.37,17.71,Office Chair,2020,Q4,Oct,Mon,17,United Kingdom,paypall,Electronics,Royal Mail,London,24.94371351
50.98,0.4,25.87,Office Chair,2021,Q1,Mar,Sat,3,Netherlands,Credit Card,Furniture,UPS,,25.43718287
28.18,0.01,12.51,Office Chair,2021,Q3,Sep,Sun,4,France,Bank Transfer,Apparel,FedEx,Rome,24.94371351
16.58,0.41,17.22,Office Chair,2021,Q4,Nov,Tue,12,United States,Credit Card,Furniture,Royal Mail,Paris,24.94371351
47.58,0.24,24.32,Office Chair,2021,Q4,Nov,Wed,11,Sweden,Bank Transfer,Apparel,UPS,London,24.94371351
61.66,0.2,27.48,Office Chair,2022,Q2,Apr,Tue,23,Belgium,Credit Card,Accessories,UPS,Amsterdam,24.94371351
59.47,0.08,10.1,Office Chair,2022,Q2,May,Mon,21,Italy,Credit Card,Electronics,FedEx,Paris,24.94371351
69.95,0.35,20.23,Office Chair,2020,Q1,Jan,Sat,6,Australia,Credit Card,Furniture,DHL,Rome,24.94371351
94.4,0.4,10.01,Office Chair,2020,Q2,Apr,Sat,22,Spain,Credit Card,Apparel,UPS,Paris,24.94371351
2.68,0.12,20.22,Office Chair,2020,Q3,Aug,Tue,23,Belgium,paypall,Furniture,Royal Mail,Amsterdam,24.94371351
11.83,0.22,16.15,Office Chair,2020,Q4,Dec,Sat,0,Netherlands,Bank Transfer,Electronics,FedEx,Rome,24.94371351
30.14,0.4,21.67,Office Chair,2020,Q4,Oct,Mon,2,Australia,Bank Transfer,Accessories,UPS,Rome,24.94371351
75.14,0.46,16.63,Office Chair,2020,Q4,Oct,Tue,12,United Kingdom,Bank Transfer,Electronics,FedEx,Amsterdam,24.94371351
50.12,0.17,24.93,Office Chair,2021,Q2,Jun,Wed,20,Belgium,paypall,Accessories,Royal Mail,Amsterdam,24.94371351
55.5,0.49,8.07,Office Chair,2021,Q3,Sep,Thu,0,Spain,paypall,Stationery,DHL,Berlin,24.94371351
34.58,0.24,21.1,Office Chair,2021,Q4,Dec,Sun,6,Italy,Bank Transfer,Apparel,Royal Mail,Paris,24.94371351
36.56,0.45,29.47,Office Chair,2021,Q4,Dec,Sun,11,Norway,Credit Card,Furniture,FedEx,Berlin,24.94371351
66.56,0.34,29.76,Office Chair,2020,Q1,Mar,Sun,15,United Kingdom,Credit Card,Furniture,Royal Mail,Berlin,24.94371351
95.91,0.19,16.82,Office Chair,2020,Q4,Dec,Wed,23,Australia,Credit Card,Accessories,UPS,Paris,24.94371351
23.15,0.42,19.89,Office Chair,2020,Q4,Nov,Sun,5,United States,Credit Card,Apparel,DHL,Berlin,24.94371351
11.31,0.42,20.26,Office Chair,2020,Q4,Oct,Thu,4,Spain,Credit Card,Furniture,UPS,Rome,24.94371351
77.71,0.23,12.93,Office Chair,2021,Q1,Jan,Fri,19,Netherlands,Bank Transfer,Accessories,Royal Mail,London,24.94371351
11.35,0.17,19.85,Office Chair,2021,Q1,Mar,Mon,9,France,Bank Transfer,Accessories,FedEx,Berlin,24.94371351
78.97,0.03,25.67,Office Chair,2021,Q1,Mar,Mon,23,Germany,Bank Transfer,Electronics,Royal Mail,Amsterdam,24.94371351
17.07,0.48,24.71,Office Chair,2021,Q1,Mar,Wed,20,Portugal,Bank Transfer,Apparel,FedEx,Paris,24.94371351
16.19,0.19,27.8,Office Chair,2022,Q1,Feb,Sat,8,Sweden,Bank Transfer,Stationery,FedEx,Amsterdam,24.94371351
9.75,0.39,14.56,Office Chair,2022,Q1,Mar,Mon,8,Portugal,Credit Card,Apparel,UPS,Paris,24.94371351
70.36,0.31,12.11,Office Chair,2022,Q1,Mar,Tue,10,Australia,paypall,Stationery,FedEx,London,24.94371351
66.61,0.4,17.64,Office Chair,2022,Q2,Apr,Mon,2,Belgium,Credit Card,Stationery,Royal Mail,Paris,24.94371351
96.65,0.13,22.62,Office Chair,2022,Q4,Dec,Sat,22,Norway,paypall,Furniture,FedEx,London,24.94371351
92.29,0.07,24.43,Office Chair,2022,Q4,Nov,Sat,14,France,Bank Transfer,Apparel,DHL,Berlin,24.94371351
78.06,0.44,5.9,Office Chair,2020,Q1,Feb,Tue,9,Netherlands,paypall,Apparel,FedEx,London,24.94371351
41.26,0.4,12.67,Office Chair,2020,Q3,Sep,Tue,0,Spain,Credit Card,Electronics,FedEx,Amsterdam,24.94371351
45.8,0.49,12.75,Office Chair,2021,Q2,Jun,Fri,3,Spain,Bank Transfer,Stationery,Royal Mail,Amsterdam,24.94371351
81.77,0.17,11.07,Office Chair,2021,Q3,Aug,Sun,4,Australia,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
63.99,0.22,19.58,Office Chair,2021,Q3,Aug,Sun,15,Italy,Bank Transfer,Accessories,UPS,London,24.94371351
31.83,0.13,14.56,Office Chair,2021,Q3,Sep,Sun,1,Spain,Credit Card,Electronics,DHL,Rome,24.94371351
67.5,0.23,10.85,Office Chair,2021,Q4,Oct,Thu,4,France,paypall,Electronics,FedEx,Paris,24.94371351
78.65,0.36,22,Office Chair,2022,Q1,Feb,Sun,15,France,paypall,Accessories,DHL,Amsterdam,24.94371351
16.68,0.03,20.48,Office Chair,2022,Q1,Jan,Sat,22,Germany,Bank Transfer,Furniture,UPS,Paris,24.94371351
16.77,0.42,6.83,Office Chair,2022,Q2,Jun,Mon,19,Portugal,Credit Card,Furniture,DHL,Amsterdam,24.94371351
31.81,0.13,8.49,Office Chair,2022,Q3,Aug,Wed,9,Norway,Bank Transfer,Furniture,UPS,Berlin,24.94371351
57.5,0.05,15.16,Office Chair,2022,Q3,Jul,Wed,17,Italy,Credit Card,Electronics,FedEx,London,24.94371351
96.94,0.43,9.35,Office Chair,2022,Q4,Nov,Tue,23,United Kingdom,Bank Transfer,Apparel,Royal Mail,London,24.94371351
51.34,0.09,10.93,Office Chair,2022,Q4,Oct,Fri,15,Germany,Bank Transfer,Furniture,UPS,Paris,24.94371351
23.66,0.35,25.71,Office Chair,2020,Q2,May,Sat,16,Italy,Bank Transfer,Accessories,Royal Mail,Berlin,24.94371351
74.65,0.32,24.19,Office Chair,2020,Q3,Jul,Thu,4,Norway,paypall,Electronics,Royal Mail,Paris,24.94371351
23.12,0.47,24.08,Office Chair,2020,Q3,Sep,Wed,13,Sweden,Credit Card,Accessories,DHL,London,24.94371351
36.82,0.04,21.14,Office Chair,2022,Q1,Feb,Wed,6,Netherlands,Credit Card,Accessories,FedEx,Paris,24.94371351
4.14,0.36,20.72,Office Chair,2022,Q2,Jun,Tue,20,Germany,Credit Card,Apparel,FedEx,Berlin,24.94371351
25.33,0.45,9.24,Office Chair,2022,Q3,Jul,Wed,8,United Kingdom,Bank Transfer,Accessories,FedEx,Amsterdam,24.94371351
79.08,0.17,16.55,Office Chair,2020,Q1,Feb,Wed,11,United Kingdom,Credit Card,Apparel,FedEx,Rome,24.94371351
29.5,0.2,8.27,Office Chair,2020,Q2,Jun,Thu,6,Portugal,paypall,Furniture,Royal Mail,Paris,24.94371351
26.65,0.27,14.17,Office Chair,2020,Q2,May,Thu,2,Portugal,Bank Transfer,Electronics,Royal Mail,London,24.94371351
10.22,0.4,29.58,Office Chair,2020,Q2,May,Tue,13,Netherlands,Bank Transfer,Furniture,DHL,Berlin,24.94371351
64.6,0.23,19.83,Office Chair,2021,Q1,Feb,Wed,12,France,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
7.97,0.05,29.56,Office Chair,2021,Q1,Jan,Sun,2,Portugal,Credit Card,Stationery,DHL,Rome,24.94371351
86.02,0.18,22.14,Office Chair,2021,Q2,Jun,Thu,18,United Kingdom,Bank Transfer,Apparel,Royal Mail,Amsterdam,24.94371351
7.05,0.15,14.95,Office Chair,2021,Q3,Sep,Mon,13,Italy,Credit Card,Accessories,Royal Mail,London,24.94371351
35.83,0.22,25.56,Office Chair,2021,Q4,Dec,Fri,11,United Kingdom,Bank Transfer,Stationery,DHL,Paris,24.94371351
46.34,0.27,20.26,Office Chair,2022,Q1,Jan,Sun,10,Norway,paypall,Stationery,FedEx,Amsterdam,24.94371351
94.79,0.4,13.65,Office Chair,2022,Q1,Mar,Sat,5,United States,Bank Transfer,Furniture,UPS,Berlin,24.94371351
69.61,0.34,24.95,Office Chair,2022,Q2,May,Sun,9,United States,Credit Card,Furniture,Royal Mail,Paris,24.94371351
70.05,0.05,28.7,Office Chair,2020,Q3,Aug,Mon,18,United States,Credit Card,Accessories,Royal Mail,Amsterdam,24.94371351
73.94,0.3,10.29,Office Chair,2021,Q2,May,Sun,0,Australia,Credit Card,Furniture,FedEx,London,24.94371351
87.51,0.14,6.57,Office Chair,2021,Q4,Nov,Sun,7,Germany,Bank Transfer,Furniture,UPS,Rome,24.94371351
26.02,0.35,19.2,Office Chair,2020,Q2,Apr,Thu,15,Australia,paypall,Accessories,DHL,London,24.94371351
32.17,0.41,23.49,Office Chair,2020,Q3,Sep,Mon,22,Portugal,paypall,Furniture,Royal Mail,Rome,24.94371351
27.2,0.09,8.19,Office Chair,2021,Q1,Feb,Mon,6,Portugal,Bank Transfer,Stationery,DHL,London,24.94371351
65,0.03,19.62,Office Chair,2021,Q1,Mar,Fri,6,Portugal,paypall,Accessories,Royal Mail,Rome,24.94371351
98.02,0.05,22.97,Office Chair,2021,Q2,Jun,Fri,12,Germany,Credit Card,Furniture,UPS,London,24.94371351
25.35,0.31,22.33,Office Chair,2021,Q2,May,Mon,18,Belgium,Bank Transfer,Electronics,DHL,London,24.94371351
80.9,0.22,6.89,Office Chair,2021,Q4,Dec,Sun,18,Netherlands,Bank Transfer,Accessories,FedEx,Amsterdam,24.94371351
91.2,0.12,7.11,Office Chair,2022,Q1,Jan,Mon,3,Netherlands,Credit Card,Electronics,Royal Mail,Rome,24.94371351
93.32,0.19,14.25,Office Chair,2022,Q3,Aug,Tue,15,United Kingdom,Bank Transfer,Furniture,Royal Mail,Paris,24.94371351
94.48,0.12,24.76,Office Chair,2022,Q3,Jul,Mon,17,Belgium,paypall,Stationery,UPS,Berlin,24.94371351
70.16,0.48,13.98,Office Chair,2020,Q1,Jan,Wed,5,Sweden,Credit Card,Electronics,DHL,London,24.94371351
68,0.44,9.41,Office Chair,2020,Q3,Sep,Tue,22,France,paypall,Stationery,DHL,Paris,24.94371351
69.74,0.12,28.46,Office Chair,2021,Q4,Oct,Fri,13,Italy,Bank Transfer,Stationery,Royal Mail,London,24.94371351
11.2,0.31,18.51,Office Chair,2022,Q2,May,Wed,1,United States,Bank Transfer,Electronics,FedEx,Amsterdam,24.94371351
72.25,0.44,17.5,Office Chair,2022,Q3,Jul,Mon,0,United States,Credit Card,Furniture,DHL,Rome,24.94371351
12.71,0.34,21.88,Office Chair,2022,Q3,Sep,Fri,2,Portugal,paypall,Stationery,Royal Mail,London,24.94371351
33.83,0.3,19.22,Office Chair,2022,Q4,Dec,Mon,17,Australia,paypall,Apparel,FedEx,Berlin,24.94371351
22.33,0.5,6.51,Office Chair,2020,Q1,Feb,Thu,8,United States,paypall,Stationery,Royal Mail,Berlin,24.94371351
87.15,0.4,16.42,Office Chair,2020,Q1,Jan,Sun,10,Portugal,paypall,Accessories,DHL,London,24.94371351
96.22,0.17,16.8,Office Chair,2021,Q1,Jan,Sat,13,Norway,paypall,Accessories,UPS,Berlin,24.94371351
42.5,0.32,9.07,Office Chair,2021,Q2,Apr,Sat,7,Sweden,Bank Transfer,Furniture,Royal Mail,Paris,24.94371351
76.6,0.04,6.16,Office Chair,2021,Q2,Apr,Tue,20,Netherlands,paypall,Accessories,FedEx,Berlin,24.94371351
3.73,0.39,18.79,Office Chair,2021,Q4,Dec,Mon,19,Belgium,Credit Card,Stationery,DHL,Rome,24.94371351
33.93,0.45,21.48,Office Chair,2021,Q4,Oct,Fri,9,Belgium,Bank Transfer,Apparel,FedEx,Paris,24.94371351
15.98,0.31,17.2,Office Chair,2022,Q2,Jun,Sun,6,United States,Credit Card,Apparel,FedEx,Rome,24.94371351
88.03,0.32,12.17,Office Chair,2020,Q2,Apr,Tue,17,Spain,Bank Transfer,Furniture,DHL,Rome,24.94371351
15.1,0.5,28.71,Office Chair,2020,Q3,Jul,Wed,18,Netherlands,Bank Transfer,Stationery,UPS,Rome,24.94371351
31.37,0.5,29.95,Office Chair,2020,Q3,Sep,Thu,18,Netherlands,paypall,Apparel,FedEx,Paris,24.94371351
9.73,0.18,5.3,Office Chair,2020,Q4,Dec,Thu,1,France,paypall,Electronics,FedEx,Berlin,24.94371351
32.65,0.12,11.86,Office Chair,2020,Q4,Nov,Wed,4,Belgium,Credit Card,Stationery,FedEx,Amsterdam,24.94371351
80.55,0.14,24.46,Office Chair,2020,Q4,Oct,Fri,19,France,Credit Card,Furniture,Royal Mail,London,24.94371351
74.13,0.2,25.74,Office Chair,2021,Q2,May,Wed,17,Spain,paypall,Apparel,UPS,Amsterdam,24.94371351
29.3,0.43,10.45,Office Chair,2021,Q4,Dec,Tue,12,Germany,Bank Transfer,Apparel,UPS,Paris,24.94371351
46.23,0.03,11.38,Office Chair,2022,Q1,Mar,Wed,3,Italy,Bank Transfer,Furniture,UPS,Berlin,24.94371351
11.1,0.18,29.42,Office Chair,2022,Q2,Jun,Mon,11,Italy,Credit Card,Electronics,FedEx,Amsterdam,24.94371351
52.59,0.19,8.38,Office Chair,2022,Q2,May,Mon,22,Italy,paypall,Stationery,Royal Mail,London,24.94371351
70.84,0.26,,T-shirt,2020,Q4,Nov,Wed,20,United States,Bank Transfer,Stationery,Royal Mail,,-25.20728548
-12.3,1.586932927,,T-shirt,2022,Q3,Aug,Thu,11,Australia,paypall,Apparel,FedEx,,-25.20728548
43.94,0.29,,T-shirt,2020,Q4,Oct,Thu,4,United Kingdom,paypall,Apparel,UPS,,-25.20728548
-4.06,0.18,,T-shirt,2021,Q2,Jun,Tue,15,Sweden,paypall,Apparel,DHL,,-25.20728548
27.63,0.08,,T-shirt,2022,Q2,Jun,Sun,19,Australia,Credit Card,Stationery,DHL,,-25.20728548
44.04,0.36,,T-shirt,2020,Q1,Feb,Sun,13,United Kingdom,Bank Transfer,Furniture,Royal Mail,,-25.20728548
1.35,0.03,,T-shirt,2020,Q1,Feb,Tue,10,United States,Bank Transfer,Stationery,FedEx,,-25.20728548
94,0.04,,T-shirt,2020,Q3,Aug,Sat,2,Italy,Credit Card,Accessories,DHL,,-25.20728548
-30.34,0.09,,T-shirt,2022,Q3,Sep,Wed,15,Netherlands,Bank Transfer,Furniture,FedEx,,-25.20728548
