Date,Year,Quarter,Month,Day,ProductName,Category,Quantity,Price,Discount,UnitsReturned,Location,Platform
2022/10/3,2022,Q4,October,3,Magnesium,Mineral,137,48.17,0.11,3,Canada,iHerb
2022/10/3,2022,Q4,October,3,Ashwagandha,Herbal,135,14.67,0.05,0,USA,Walmart
2022/10/3,2022,Q4,October,3,Melatonin,Sleep Aid,171,31.37,0.13,3,UK,Walmart
2022/10/3,2022,Q4,October,3,Biotin,Vitamin,129,42.33,0.09,0,USA,Walmart
2022/10/3,2022,Q4,October,3,Green Tea Extract,Fat Burner,153,11.75,0.19,2,Canada,iHerb
2022/10/3,2022,Q4,October,3,Iron Supplement,Mineral,160,20.21,0.14,2,USA,Amazon
2022/10/3,2022,Q4,October,3,Electrolyte Powder,Hydration,168,19.76,0.15,1,UK,Amazon
2022/10/10,2022,Q4,October,10,Whey Protein,Protein,133,22.93,0.07,4,Canada,iHerb
2022/10/10,2022,Q4,October,10,Vitamin C,Vitamin,146,24.19,0.03,0,USA,iHerb
2022/10/10,2022,Q4,October,10,Fish Oil,Omega,128,19.47,0.09,2,UK,Amazon
2022/10/10,2022,Q4,October,10,Multivitamin,Vitamin,147,34.9,0.1,2,USA,Amazon
2022/10/10,2022,Q4,October,10,Pre-Workout,Performance,128,42.6,0.12,2,UK,Amazon
2022/10/10,2022,Q4,October,10,BCAA,Amino Acid,171,39.82,0.13,5,UK,iHerb
2022/10/10,2022,Q4,October,10,Creatine,Performance,141,23.27,0.05,3,Canada,iHerb
2022/10/10,2022,Q4,October,10,Zinc,Mineral,135,23.8,0.09,0,Canada,Walmart
2022/10/10,2022,Q4,October,10,Collagen Peptides,Protein,153,42.87,0,0,Canada,Walmart
2022/10/10,2022,Q4,October,10,Magnesium,Mineral,131,50.74,0.22,0,Canada,Walmart
2022/10/10,2022,Q4,October,10,Ashwagandha,Herbal,153,24.44,0.1,1,USA,iHerb
2022/10/10,2022,Q4,October,10,Melatonin,Sleep Aid,134,17.64,0.16,0,UK,iHerb
2022/10/10,2022,Q4,October,10,Biotin,Vitamin,138,13.89,0.05,3,UK,Amazon
2022/10/10,2022,Q4,October,10,Green Tea Extract,Fat Burner,146,39.43,0.06,3,UK,Amazon
2022/10/10,2022,Q4,October,10,Iron Supplement,Mineral,150,30.3,0.25,2,UK,iHerb
2022/10/10,2022,Q4,October,10,Electrolyte Powder,Hydration,149,54.01,0.24,1,Canada,Amazon
2022/10/17,2022,Q4,October,17,Whey Protein,Protein,162,37.28,0.04,1,USA,Walmart
2022/10/17,2022,Q4,October,17,Vitamin C,Vitamin,173,41.62,0.15,0,Canada,iHerb
2022/10/17,2022,Q4,October,17,Fish Oil,Omega,144,19.36,0.2,4,USA,Amazon
2022/10/17,2022,Q4,October,17,Multivitamin,Vitamin,139,32.75,0.19,1,USA,Walmart
2022/10/17,2022,Q4,October,17,Pre-Workout,Performance,180,31.01,0.24,2,USA,iHerb
2022/10/17,2022,Q4,October,17,BCAA,Amino Acid,158,58.73,0.17,3,USA,Amazon
2022/10/17,2022,Q4,October,17,Creatine,Performance,157,24.52,0.08,2,USA,Amazon
2022/10/17,2022,Q4,October,17,Zinc,Mineral,142,22.47,0.2,0,UK,iHerb
2022/10/17,2022,Q4,October,17,Collagen Peptides,Protein,163,19.35,0.14,1,USA,Walmart
2022/10/17,2022,Q4,October,17,Magnesium,Mineral,143,13.17,0.25,0,USA,Walmart
2022/10/17,2022,Q4,October,17,Ashwagandha,Herbal,156,42.3,0.09,2,Canada,Walmart
2022/10/17,2022,Q4,October,17,Melatonin,Sleep Aid,158,15.7,0.16,1,Canada,iHerb
2022/10/17,2022,Q4,October,17,Biotin,Vitamin,148,45.24,0.08,1,UK,iHerb
2022/10/17,2022,Q4,October,17,Green Tea Extract,Fat Burner,125,38.39,0.09,2,Canada,Walmart
2022/10/17,2022,Q4,October,17,Iron Supplement,Mineral,151,35.57,0.16,2,USA,Amazon
2022/10/17,2022,Q4,October,17,Electrolyte Powder,Hydration,142,17.83,0.16,3,Canada,Amazon
2022/10/24,2022,Q4,October,24,Whey Protein,Protein,147,47.83,0.21,3,USA,Amazon
2022/10/24,2022,Q4,October,24,Vitamin C,Vitamin,154,10.77,0.03,0,Canada,iHerb
2022/10/24,2022,Q4,October,24,Fish Oil,Omega,158,34.82,0.12,1,USA,Walmart
2022/10/24,2022,Q4,October,24,Multivitamin,Vitamin,166,27.62,0.19,0,UK,iHerb
2022/10/24,2022,Q4,October,24,Pre-Workout,Performance,156,56.61,0.22,1,USA,Walmart
2022/10/24,2022,Q4,October,24,BCAA,Amino Acid,153,22.89,0.02,1,USA,Amazon
2022/10/24,2022,Q4,October,24,Creatine,Performance,166,38.09,0.11,1,Canada,Walmart
2022/10/24,2022,Q4,October,24,Zinc,Mineral,154,13.06,0.12,3,USA,Walmart
2022/10/24,2022,Q4,October,24,Collagen Peptides,Protein,131,17.68,0.19,2,UK,Amazon
2022/10/24,2022,Q4,October,24,Magnesium,Mineral,152,54.42,0.19,3,Canada,Walmart
2022/10/24,2022,Q4,October,24,Ashwagandha,Herbal,162,32.9,0.22,4,USA,iHerb
2022/10/24,2022,Q4,October,24,Melatonin,Sleep Aid,181,53.67,0.1,0,USA,Walmart
2022/10/24,2022,Q4,October,24,Biotin,Vitamin,129,22.49,0.12,2,UK,Walmart
2022/10/24,2022,Q4,October,24,Green Tea Extract,Fat Burner,151,36.97,0.13,0,Canada,iHerb
2022/10/24,2022,Q4,October,24,Iron Supplement,Mineral,131,20.25,0.22,3,Canada,Amazon
2022/10/24,2022,Q4,October,24,Electrolyte Powder,Hydration,141,18.77,0.2,3,Canada,iHerb
2022/10/31,2022,Q4,October,31,Whey Protein,Protein,165,47.93,0.02,0,Canada,Amazon
2022/10/31,2022,Q4,October,31,Vitamin C,Vitamin,160,59.78,0.02,3,Canada,Walmart
2022/10/31,2022,Q4,October,31,Fish Oil,Omega,149,50.86,0.23,1,Canada,iHerb
2022/10/31,2022,Q4,October,31,Multivitamin,Vitamin,177,14.1,0.11,3,USA,Walmart
2022/10/31,2022,Q4,October,31,Pre-Workout,Performance,149,46.48,0.05,4,Canada,iHerb
2022/10/31,2022,Q4,October,31,BCAA,Amino Acid,143,31.12,0.04,1,USA,Walmart
2022/10/31,2022,Q4,October,31,Creatine,Performance,138,19.35,0.12,2,Canada,Amazon
2022/10/31,2022,Q4,October,31,Zinc,Mineral,152,41.83,0.17,2,UK,iHerb
2022/10/31,2022,Q4,October,31,Collagen Peptides,Protein,148,13.49,0.21,2,USA,Walmart
2022/10/31,2022,Q4,October,31,Magnesium,Mineral,140,10.63,0.05,0,Canada,Amazon
2022/10/31,2022,Q4,October,31,Ashwagandha,Herbal,161,50.68,0,1,USA,Walmart
2022/10/31,2022,Q4,October,31,Melatonin,Sleep Aid,157,42.49,0.02,0,Canada,Walmart
2022/10/31,2022,Q4,October,31,Biotin,Vitamin,149,17.29,0.05,0,USA,Amazon
2022/10/31,2022,Q4,October,31,Green Tea Extract,Fat Burner,140,29.76,0.16,1,Canada,Amazon
2022/10/31,2022,Q4,October,31,Iron Supplement,Mineral,161,16.33,0.01,3,Canada,Amazon
2022/10/31,2022,Q4,October,31,Electrolyte Powder,Hydration,129,11.11,0.16,1,USA,Walmart
2022/11/7,2022,Q4,November,7,Whey Protein,Protein,147,24.84,0.04,0,Canada,iHerb
2022/11/7,2022,Q4,November,7,Vitamin C,Vitamin,134,22.03,0.08,4,Canada,Walmart
2022/11/7,2022,Q4,November,7,Fish Oil,Omega,145,26.23,0.05,0,Canada,Amazon
2022/11/7,2022,Q4,November,7,Multivitamin,Vitamin,121,31.18,0.05,1,UK,Walmart
2022/11/7,2022,Q4,November,7,Pre-Workout,Performance,134,23.58,0.09,0,Canada,Amazon
2022/11/7,2022,Q4,November,7,BCAA,Amino Acid,147,26.44,0.22,3,Canada,iHerb
2022/11/7,2022,Q4,November,7,Creatine,Performance,156,13.78,0.12,5,UK,Amazon
2022/11/7,2022,Q4,November,7,Zinc,Mineral,158,36.16,0.23,3,USA,Amazon
2022/11/7,2022,Q4,November,7,Collagen Peptides,Protein,164,25.23,0.01,4,UK,iHerb
2022/11/7,2022,Q4,November,7,Magnesium,Mineral,153,17.46,0.21,3,UK,iHerb
2022/11/7,2022,Q4,November,7,Ashwagandha,Herbal,162,28.3,0.08,0,Canada,iHerb
2022/11/7,2022,Q4,November,7,Melatonin,Sleep Aid,164,41.54,0.13,2,Canada,Walmart
2022/11/7,2022,Q4,November,7,Biotin,Vitamin,172,48.67,0.01,0,UK,iHerb
2022/11/7,2022,Q4,November,7,Green Tea Extract,Fat Burner,147,49.46,0.13,0,USA,Walmart
2022/11/7,2022,Q4,November,7,Iron Supplement,Mineral,162,37.73,0.2,2,USA,iHerb
2022/11/7,2022,Q4,November,7,Electrolyte Powder,Hydration,139,41.41,0.18,2,UK,Walmart
2022/11/14,2022,Q4,November,14,Whey Protein,Protein,187,57.55,0.13,2,USA,Amazon
2022/11/14,2022,Q4,November,14,Vitamin C,Vitamin,131,48.47,0.18,0,UK,Walmart
2022/11/14,2022,Q4,November,14,Fish Oil,Omega,152,59.79,0.22,0,Canada,Walmart
2022/11/14,2022,Q4,November,14,Multivitamin,Vitamin,145,32.11,0.16,1,Canada,Walmart
2022/11/14,2022,Q4,November,14,Pre-Workout,Performance,143,17.28,0.21,1,UK,Amazon
2022/11/14,2022,Q4,November,14,BCAA,Amino Acid,146,34.83,0.14,4,USA,Amazon
2022/11/14,2022,Q4,November,14,Creatine,Performance,167,33.66,0.24,1,USA,iHerb
2022/11/14,2022,Q4,November,14,Zinc,Mineral,145,15.72,0.19,2,Canada,iHerb
2022/11/14,2022,Q4,November,14,Collagen Peptides,Protein,140,59.27,0.09,1,USA,Amazon
2022/11/14,2022,Q4,November,14,Magnesium,Mineral,169,20.74,0.22,6,Canada,Walmart
2022/11/14,2022,Q4,November,14,Ashwagandha,Herbal,130,29.53,0.13,3,Canada,iHerb
2022/11/14,2022,Q4,November,14,Melatonin,Sleep Aid,139,38.09,0,1,USA,iHerb
2022/11/14,2022,Q4,November,14,Biotin,Vitamin,128,12,0.21,0,Canada,Amazon
2022/11/14,2022,Q4,November,14,Green Tea Extract,Fat Burner,144,47.31,0.05,0,Canada,Walmart
2022/11/14,2022,Q4,November,14,Iron Supplement,Mineral,158,48.3,0.11,1,USA,iHerb
2022/11/14,2022,Q4,November,14,Electrolyte Powder,Hydration,148,55.11,0.01,1,UK,iHerb
2022/11/21,2022,Q4,November,21,Whey Protein,Protein,167,56.62,0.16,4,USA,Walmart
2022/11/21,2022,Q4,November,21,Vitamin C,Vitamin,160,21.56,0.1,0,Canada,iHerb
2022/11/21,2022,Q4,November,21,Fish Oil,Omega,150,57.81,0.11,2,Canada,iHerb
2022/11/21,2022,Q4,November,21,Multivitamin,Vitamin,175,20.43,0.12,1,UK,Amazon
2022/11/21,2022,Q4,November,21,Pre-Workout,Performance,146,51.32,0.11,1,UK,Walmart
2022/11/21,2022,Q4,November,21,BCAA,Amino Acid,150,17.56,0.15,1,UK,Amazon
2022/11/21,2022,Q4,November,21,Creatine,Performance,166,26.45,0.15,0,Canada,Walmart
2022/11/21,2022,Q4,November,21,Zinc,Mineral,142,27.68,0.13,2,UK,Walmart
2022/11/21,2022,Q4,November,21,Collagen Peptides,Protein,152,25.39,0.03,2,Canada,Walmart
2022/11/21,2022,Q4,November,21,Magnesium,Mineral,165,30.35,0.12,2,USA,Amazon
2022/11/21,2022,Q4,November,21,Ashwagandha,Herbal,156,46.07,0.02,1,USA,Walmart
2022/11/21,2022,Q4,November,21,Melatonin,Sleep Aid,163,17.45,0.25,3,UK,iHerb
2022/11/21,2022,Q4,November,21,Biotin,Vitamin,160,19.19,0.24,2,Canada,Amazon
2022/11/21,2022,Q4,November,21,Green Tea Extract,Fat Burner,165,26.76,0.25,2,USA,iHerb
2022/11/21,2022,Q4,November,21,Iron Supplement,Mineral,135,34.1,0.01,1,Canada,Amazon
2022/11/21,2022,Q4,November,21,Electrolyte Powder,Hydration,147,27.75,0.25,0,Canada,Walmart
2022/11/28,2022,Q4,November,28,Whey Protein,Protein,153,46.69,0.25,3,Canada,Amazon
2022/11/28,2022,Q4,November,28,Vitamin C,Vitamin,152,51.75,0.23,5,Canada,Walmart
2022/11/28,2022,Q4,November,28,Fish Oil,Omega,136,14.45,0.07,2,USA,Amazon
2022/11/28,2022,Q4,November,28,Multivitamin,Vitamin,165,41.55,0.13,2,Canada,Walmart
2022/11/28,2022,Q4,November,28,Pre-Workout,Performance,146,43.86,0.17,1,UK,Walmart
2022/11/28,2022,Q4,November,28,BCAA,Amino Acid,167,29.06,0.19,1,USA,iHerb
2022/11/28,2022,Q4,November,28,Creatine,Performance,168,28.47,0.22,1,Canada,iHerb
2022/11/28,2022,Q4,November,28,Zinc,Mineral,150,23.83,0.16,0,Canada,iHerb
2022/11/28,2022,Q4,November,28,Collagen Peptides,Protein,167,19.54,0.17,2,USA,Amazon
2022/11/28,2022,Q4,November,28,Magnesium,Mineral,137,30.45,0.17,2,Canada,Walmart
2022/11/28,2022,Q4,November,28,Ashwagandha,Herbal,151,47.9,0.15,2,Canada,Amazon
2022/11/28,2022,Q4,November,28,Melatonin,Sleep Aid,144,40.75,0.21,1,USA,Amazon
2022/11/28,2022,Q4,November,28,Biotin,Vitamin,139,28.56,0.17,1,UK,Amazon
2022/11/28,2022,Q4,November,28,Green Tea Extract,Fat Burner,164,44.23,0.05,5,USA,Amazon
2022/11/28,2022,Q4,November,28,Iron Supplement,Mineral,164,26.51,0.13,0,Canada,Amazon
2022/11/28,2022,Q4,November,28,Electrolyte Powder,Hydration,151,37.65,0.16,1,Canada,Walmart
2022/12/5,2022,Q4,December,5,Whey Protein,Protein,150,15.43,0.2,0,USA,Amazon
2022/12/5,2022,Q4,December,5,Vitamin C,Vitamin,117,48.25,0.1,2,Canada,Walmart
2022/12/5,2022,Q4,December,5,Fish Oil,Omega,151,45.84,0.03,2,UK,iHerb
2022/12/5,2022,Q4,December,5,Multivitamin,Vitamin,136,48.06,0.24,1,UK,iHerb
2022/12/5,2022,Q4,December,5,Pre-Workout,Performance,163,50.36,0.16,0,USA,Walmart
2022/12/5,2022,Q4,December,5,BCAA,Amino Acid,143,29.15,0.05,2,Canada,Amazon
2022/12/5,2022,Q4,December,5,Creatine,Performance,151,55.71,0.13,1,UK,Amazon
2022/12/5,2022,Q4,December,5,Zinc,Mineral,149,12.8,0.1,0,USA,Amazon
2022/12/5,2022,Q4,December,5,Collagen Peptides,Protein,152,36.68,0.03,3,UK,iHerb
2022/12/5,2022,Q4,December,5,Magnesium,Mineral,168,27.17,0.15,0,UK,Walmart
2022/12/5,2022,Q4,December,5,Ashwagandha,Herbal,145,55.78,0.21,2,Canada,Amazon
2022/12/5,2022,Q4,December,5,Melatonin,Sleep Aid,151,56.62,0.24,0,Canada,Amazon
2022/12/5,2022,Q4,December,5,Biotin,Vitamin,136,37.07,0,0,UK,Amazon
2022/12/5,2022,Q4,December,5,Green Tea Extract,Fat Burner,167,27.86,0.22,2,USA,iHerb
2022/12/5,2022,Q4,December,5,Iron Supplement,Mineral,162,15.67,0.11,1,UK,Amazon
2022/12/5,2022,Q4,December,5,Electrolyte Powder,Hydration,152,59.57,0.06,0,UK,Walmart
2022/12/12,2022,Q4,December,12,Whey Protein,Protein,151,31.99,0.19,1,UK,Walmart
2022/12/12,2022,Q4,December,12,Vitamin C,Vitamin,154,11.25,0.14,3,UK,Walmart
2022/12/12,2022,Q4,December,12,Fish Oil,Omega,172,32.94,0.25,1,UK,Amazon
2022/12/12,2022,Q4,December,12,Multivitamin,Vitamin,166,35.71,0.21,2,Canada,Amazon
2022/12/12,2022,Q4,December,12,Pre-Workout,Performance,141,33.99,0.21,3,UK,Walmart
2022/12/12,2022,Q4,December,12,BCAA,Amino Acid,153,48.74,0.18,1,UK,Walmart
2022/12/12,2022,Q4,December,12,Creatine,Performance,130,32.78,0.09,2,Canada,Walmart
2022/12/12,2022,Q4,December,12,Zinc,Mineral,156,51.85,0.07,0,USA,iHerb
2022/12/12,2022,Q4,December,12,Collagen Peptides,Protein,147,58.27,0.2,4,UK,Walmart
2022/12/12,2022,Q4,December,12,Magnesium,Mineral,135,37.89,0.07,2,UK,iHerb
2022/12/12,2022,Q4,December,12,Ashwagandha,Herbal,141,35.06,0.06,2,Canada,Amazon
2022/12/12,2022,Q4,December,12,Melatonin,Sleep Aid,148,28.14,0,1,UK,Amazon
2022/12/12,2022,Q4,December,12,Biotin,Vitamin,144,25.4,0.07,1,USA,Amazon
2022/12/12,2022,Q4,December,12,Green Tea Extract,Fat Burner,134,44.62,0.16,2,Canada,iHerb
2022/12/12,2022,Q4,December,12,Iron Supplement,Mineral,148,50.52,0.11,2,USA,Amazon
2022/12/12,2022,Q4,December,12,Electrolyte Powder,Hydration,148,48.01,0.04,1,UK,iHerb
2022/12/19,2022,Q4,December,19,Whey Protein,Protein,139,21.52,0.14,2,Canada,Walmart
2022/12/19,2022,Q4,December,19,Vitamin C,Vitamin,161,59.44,0.15,1,Canada,Walmart
2022/12/19,2022,Q4,December,19,Fish Oil,Omega,164,47.46,0.05,1,UK,iHerb
2022/12/19,2022,Q4,December,19,Multivitamin,Vitamin,165,44.17,0.15,3,UK,iHerb
2022/12/19,2022,Q4,December,19,Pre-Workout,Performance,142,16.16,0.17,2,UK,Amazon
2022/12/19,2022,Q4,December,19,BCAA,Amino Acid,147,31,0.05,1,USA,iHerb
2022/12/19,2022,Q4,December,19,Creatine,Performance,146,48.71,0.15,0,Canada,iHerb
2022/12/19,2022,Q4,December,19,Zinc,Mineral,173,11.71,0.2,1,UK,Walmart
2022/12/19,2022,Q4,December,19,Collagen Peptides,Protein,153,30.99,0.22,1,UK,Amazon
2022/12/19,2022,Q4,December,19,Magnesium,Mineral,171,33.39,0.02,3,UK,iHerb
2022/12/19,2022,Q4,December,19,Ashwagandha,Herbal,128,36.87,0.04,0,UK,Amazon
2022/12/19,2022,Q4,December,19,Melatonin,Sleep Aid,147,18.03,0.02,0,USA,Amazon
2022/12/19,2022,Q4,December,19,Biotin,Vitamin,158,32.63,0.13,0,USA,iHerb
2022/12/19,2022,Q4,December,19,Green Tea Extract,Fat Burner,127,37.19,0.18,1,USA,Walmart
2022/12/19,2022,Q4,December,19,Iron Supplement,Mineral,146,49.04,0.09,2,UK,Amazon
2022/12/19,2022,Q4,December,19,Electrolyte Powder,Hydration,150,55.36,0.23,1,USA,Amazon
2022/12/26,2022,Q4,December,26,Whey Protein,Protein,150,56.79,0.11,0,USA,Walmart
2022/12/26,2022,Q4,December,26,Vitamin C,Vitamin,148,35.13,0.14,1,UK,Amazon
2022/12/26,2022,Q4,December,26,Fish Oil,Omega,160,28.34,0.19,1,USA,Walmart
2022/12/26,2022,Q4,December,26,Multivitamin,Vitamin,138,27.25,0.03,6,USA,Walmart
2022/12/26,2022,Q4,December,26,Pre-Workout,Performance,122,32.6,0.08,1,UK,Amazon
2022/12/26,2022,Q4,December,26,BCAA,Amino Acid,135,26.62,0.15,2,Canada,Walmart
2022/12/26,2022,Q4,December,26,Creatine,Performance,167,40.42,0.1,2,Canada,Amazon
2022/12/26,2022,Q4,December,26,Zinc,Mineral,160,15.19,0.1,2,Canada,Walmart
2022/12/26,2022,Q4,December,26,Collagen Peptides,Protein,148,30.57,0.15,7,Canada,iHerb
2022/12/26,2022,Q4,December,26,Magnesium,Mineral,150,18.14,0.01,2,UK,Walmart
2022/12/26,2022,Q4,December,26,Ashwagandha,Herbal,151,44.77,0.19,1,USA,iHerb
2022/12/26,2022,Q4,December,26,Melatonin,Sleep Aid,145,32.64,0.2,2,USA,Walmart
2022/12/26,2022,Q4,December,26,Biotin,Vitamin,156,56.96,0.14,1,USA,Walmart
2022/12/26,2022,Q4,December,26,Green Tea Extract,Fat Burner,146,42.54,0.04,0,UK,Amazon
2022/12/26,2022,Q4,December,26,Iron Supplement,Mineral,157,34.98,0.19,2,Canada,Walmart
2022/12/26,2022,Q4,December,26,Electrolyte Powder,Hydration,129,20.97,0.06,1,Canada,iHerb
2023/1/2,2023,Q1,January,2,Whey Protein,Protein,150,13.38,0.04,5,UK,Walmart
2023/1/2,2023,Q1,January,2,Vitamin C,Vitamin,149,52.44,0.13,2,Canada,iHerb
2023/1/2,2023,Q1,January,2,Fish Oil,Omega,138,23.62,0.21,0,Canada,iHerb
2023/1/2,2023,Q1,January,2,Multivitamin,Vitamin,160,54.06,0.08,2,UK,iHerb
2023/1/2,2023,Q1,January,2,Pre-Workout,Performance,149,42.27,0.24,0,Canada,Walmart
2023/1/2,2023,Q1,January,2,BCAA,Amino Acid,171,50.37,0.1,1,Canada,Walmart
2023/1/2,2023,Q1,January,2,Creatine,Performance,166,36.73,0.01,0,UK,Walmart
2023/1/2,2023,Q1,January,2,Zinc,Mineral,155,39.13,0.04,1,UK,iHerb
2023/1/2,2023,Q1,January,2,Collagen Peptides,Protein,145,53.52,0.19,0,UK,Amazon
2023/1/2,2023,Q1,January,2,Magnesium,Mineral,168,47.19,0.04,2,Canada,Amazon
2023/1/2,2023,Q1,January,2,Ashwagandha,Herbal,140,10.84,0.04,0,Canada,Walmart
2023/1/2,2023,Q1,January,2,Melatonin,Sleep Aid,140,44.6,0.01,2,UK,Amazon
2023/1/2,2023,Q1,January,2,Biotin,Vitamin,173,40.72,0.01,4,USA,Walmart
2023/1/2,2023,Q1,January,2,Green Tea Extract,Fat Burner,151,27.12,0.02,1,UK,Amazon
2023/1/2,2023,Q1,January,2,Iron Supplement,Mineral,156,29.19,0.03,1,USA,iHerb
2023/1/2,2023,Q1,January,2,Electrolyte Powder,Hydration,131,16.76,0.15,1,UK,iHerb
2023/1/9,2023,Q1,January,9,Whey Protein,Protein,139,32.85,0.1,1,USA,Amazon
2023/1/9,2023,Q1,January,9,Vitamin C,Vitamin,150,37.95,0.17,0,USA,Walmart
2023/1/9,2023,Q1,January,9,Fish Oil,Omega,149,19.32,0.14,3,Canada,iHerb
2023/1/9,2023,Q1,January,9,Multivitamin,Vitamin,167,30.96,0.15,0,UK,Walmart
2023/1/9,2023,Q1,January,9,Pre-Workout,Performance,160,55.17,0,1,USA,Walmart
2023/1/9,2023,Q1,January,9,BCAA,Amino Acid,163,54.72,0.01,2,USA,Amazon
2023/1/9,2023,Q1,January,9,Creatine,Performance,152,35.68,0.15,0,UK,Amazon
2023/1/9,2023,Q1,January,9,Zinc,Mineral,141,33.42,0.21,1,Canada,Walmart
2023/1/9,2023,Q1,January,9,Collagen Peptides,Protein,170,48.54,0.03,0,USA,Walmart
2023/1/9,2023,Q1,January,9,Magnesium,Mineral,141,50.97,0.18,4,UK,iHerb
2023/1/9,2023,Q1,January,9,Ashwagandha,Herbal,158,44.95,0.25,2,USA,Amazon
2023/1/9,2023,Q1,January,9,Melatonin,Sleep Aid,133,52.54,0.24,0,UK,iHerb
2023/1/9,2023,Q1,January,9,Biotin,Vitamin,150,22.37,0.15,1,USA,Amazon
2023/1/9,2023,Q1,January,9,Green Tea Extract,Fat Burner,144,36.46,0.11,1,Canada,iHerb
2023/1/9,2023,Q1,January,9,Iron Supplement,Mineral,143,12.37,0.05,2,UK,Walmart
2023/1/9,2023,Q1,January,9,Electrolyte Powder,Hydration,161,15.43,0.19,1,UK,iHerb
2023/1/16,2023,Q1,January,16,Whey Protein,Protein,178,26.34,0.07,2,USA,Walmart
2023/1/16,2023,Q1,January,16,Vitamin C,Vitamin,129,18.79,0.19,1,USA,iHerb
2023/1/16,2023,Q1,January,16,Fish Oil,Omega,147,20.71,0.14,4,USA,iHerb
2023/1/16,2023,Q1,January,16,Multivitamin,Vitamin,128,22.15,0.06,1,UK,Amazon
2023/1/16,2023,Q1,January,16,Pre-Workout,Performance,138,41.84,0.13,1,USA,Walmart
2023/1/16,2023,Q1,January,16,BCAA,Amino Acid,138,30.06,0.2,2,UK,Amazon
2023/1/16,2023,Q1,January,16,Creatine,Performance,134,55.41,0.13,3,Canada,Amazon
2023/1/16,2023,Q1,January,16,Zinc,Mineral,125,36.97,0.22,0,UK,Walmart
2023/1/16,2023,Q1,January,16,Collagen Peptides,Protein,140,53.29,0.23,5,UK,iHerb
2023/1/16,2023,Q1,January,16,Magnesium,Mineral,181,12.39,0.04,1,UK,Walmart
2023/1/16,2023,Q1,January,16,Ashwagandha,Herbal,137,55.87,0.12,0,USA,Walmart
2023/1/16,2023,Q1,January,16,Melatonin,Sleep Aid,148,38.88,0.11,0,UK,iHerb
2023/1/16,2023,Q1,January,16,Biotin,Vitamin,149,17.79,0.05,2,USA,iHerb
2023/1/16,2023,Q1,January,16,Green Tea Extract,Fat Burner,141,23.58,0.01,1,Canada,iHerb
2023/1/16,2023,Q1,January,16,Iron Supplement,Mineral,138,42.06,0.23,2,USA,Walmart
2023/1/16,2023,Q1,January,16,Electrolyte Powder,Hydration,137,42.09,0.17,2,UK,Amazon
2023/1/23,2023,Q1,January,23,Whey Protein,Protein,153,41.83,0.07,0,USA,iHerb
2023/1/23,2023,Q1,January,23,Vitamin C,Vitamin,154,14,0,2,Canada,Walmart
2023/1/23,2023,Q1,January,23,Fish Oil,Omega,145,28.76,0.12,1,UK,iHerb
2023/1/23,2023,Q1,January,23,Multivitamin,Vitamin,155,58.19,0.23,3,Canada,iHerb
2023/1/23,2023,Q1,January,23,Pre-Workout,Performance,171,36.82,0.19,2,UK,iHerb
2023/1/23,2023,Q1,January,23,BCAA,Amino Acid,168,59.89,0.09,3,Canada,Amazon
2023/1/23,2023,Q1,January,23,Creatine,Performance,157,26.29,0.2,3,UK,Walmart
2023/1/23,2023,Q1,January,23,Zinc,Mineral,139,29.61,0.25,1,USA,Amazon
2023/1/23,2023,Q1,January,23,Collagen Peptides,Protein,140,42.69,0.02,2,UK,Walmart
2023/1/23,2023,Q1,January,23,Magnesium,Mineral,173,13.38,0.25,2,UK,iHerb
2023/1/23,2023,Q1,January,23,Ashwagandha,Herbal,136,18.56,0.21,0,UK,iHerb
2023/1/23,2023,Q1,January,23,Melatonin,Sleep Aid,140,39.31,0.2,2,USA,iHerb
2023/1/23,2023,Q1,January,23,Biotin,Vitamin,139,42.21,0.04,4,UK,iHerb
2023/1/23,2023,Q1,January,23,Green Tea Extract,Fat Burner,150,56.86,0.15,2,Canada,Amazon
2023/1/23,2023,Q1,January,23,Iron Supplement,Mineral,151,11.66,0.07,1,UK,iHerb
2023/1/23,2023,Q1,January,23,Electrolyte Powder,Hydration,128,29.68,0.07,0,Canada,iHerb
2023/1/30,2023,Q1,January,30,Whey Protein,Protein,158,29.75,0.14,1,UK,Amazon
2023/1/30,2023,Q1,January,30,Vitamin C,Vitamin,154,34.43,0.16,3,Canada,iHerb
2023/1/30,2023,Q1,January,30,Fish Oil,Omega,146,39.88,0.23,1,USA,Walmart
2023/1/30,2023,Q1,January,30,Multivitamin,Vitamin,143,12.46,0.03,0,UK,iHerb
2023/1/30,2023,Q1,January,30,Pre-Workout,Performance,164,53.08,0.11,0,USA,iHerb
2023/1/30,2023,Q1,January,30,BCAA,Amino Acid,146,41.22,0.17,1,UK,Amazon
2023/1/30,2023,Q1,January,30,Creatine,Performance,164,51.5,0.05,3,USA,iHerb
2023/1/30,2023,Q1,January,30,Zinc,Mineral,143,52.17,0.24,2,Canada,Walmart
2023/1/30,2023,Q1,January,30,Collagen Peptides,Protein,140,33.33,0.22,0,USA,Amazon
2023/1/30,2023,Q1,January,30,Magnesium,Mineral,163,50.43,0.23,1,Canada,Amazon
2023/1/30,2023,Q1,January,30,Ashwagandha,Herbal,145,36.47,0.17,2,UK,iHerb
2023/1/30,2023,Q1,January,30,Melatonin,Sleep Aid,136,19.79,0.23,0,UK,Walmart
